자전거번호,대여일시,대여 대여소번호,대여 대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간(분),이용거리(M),생년,성별,이용자종류,대여대여소ID,반납대여소ID,자전거구분
SPB-07444,2017-09-01 00:09:53,00537,한양대후문역 부근,3,2017-09-01 00:51:01,00537,한양대후문역 부근,3,38,1440.00,1991,M,내국인,ST-249,ST-249,LCD자전거
SPB-06584,2017-09-01 00:33:53,00568,청계8가 사거리 B,6,2017-09-01 00:51:02,00624,전농동 동아아파트 앞,9,16,2710.00,1991,M,내국인,ST-369,ST-392,LCD자전거
SPB-06274,2017-09-01 00:42:36,00613,신설동역 10번출구 앞,2,2017-09-01 00:51:03,00641,용두역 4번출구,4,7,1530.00,1978,M,내국인,ST-272,ST-408,LCD자전거
SPB-06615,2017-09-01 00:00:27,00152,마포구민체육센터 앞,25,2017-09-01 00:51:05,00176,명지대학교 도서관,10,50,6090.00,1997,F,내국인,ST-209,ST-555,LCD자전거
SPB-06995,2017-09-01 00:03:45,00111,상수역 2번출구 앞,8,2017-09-01 00:51:05,00111,상수역 2번출구 앞,2,46,8230.00,1990,F,내국인,ST-15,ST-15,LCD자전거
SPB-09824,2017-09-01 00:25:00,00362,청계8가사거리 A,2,2017-09-01 00:51:06,00329,청계2가 사거리 옆,3,25,1100.00,1995,F,내국인,ST-176,ST-145,LCD자전거
SPB-06377,2017-09-01 00:25:38,00407,마포구 육아종합지원센터,8,2017-09-01 00:51:15,00131,증산2교,7,25,3920.00,1955,F,내국인,ST-83,ST-33,LCD자전거
SPB-06127,2017-09-01 00:44:57,00818,숙명여대 입구 교차로,3,2017-09-01 00:51:42,00820,청파동입구 교차로,2,6,720.00,1994,F,내국인,ST-437,ST-439,LCD자전거
SPB-06717,2017-09-01 00:45:28,00359,원남동사거리,4,2017-09-01 00:51:47,00344,성균관대 E하우스 앞,9,5,960.00,1998,M,내국인,ST-174,ST-160,LCD자전거
SPB-09290,2017-09-01 00:37:09,00567,성수역 2번출구 앞,14,2017-09-01 00:51:56,00626,군자교 서측 녹지대,1,13,970.00,1992,M,내국인,ST-368,ST-394,LCD자전거
SPB-07185,2017-09-01 00:01:49,02217,아크로리버뷰 부지 앞,20,2017-09-01 00:51:59,02262,한신16차아파트 119동 앞,17,49,12070.00,1979,F,내국인,ST-749,ST-776,LCD자전거
SPB-11682,2017-09-01 00:15:44,00574,아차산역4번출구,2,2017-09-01 00:52:04,00574,아차산역4번출구,15,35,2610.00,1993,F,내국인,ST-385,ST-385,LCD자전거
SPB-00838,2017-09-01 00:41:53,01103,방화역 4번출구앞,3,2017-09-01 00:52:05,01101,상사마을 버스정류장(아라대교방면),6,9,2420.00,1991,M,내국인,ST-831,ST-507,LCD자전거
SPB-05646,2017-09-01 00:36:41,00195,모래내고가차도,8,2017-09-01 00:52:07,00175,홍연2교옆,17,15,2010.00,1986,M,내국인,ST-351,ST-231,LCD자전거
SPB-02744,2017-09-01 00:36:54,00704,남부법원검찰청 교차로,2,2017-09-01 00:52:11,00711,신일해피트리아파트 앞,16,14,2340.00,1978,F,내국인,ST-312,ST-318,LCD자전거
SPB-12207,2017-09-01 00:16:32,00113,홍대입구역 2번출구 앞,16,2017-09-01 00:52:33,01122,황금내근린공원,6,35,5050.00,1991,M,내국인,ST-18,ST-520,LCD자전거
SPB-05295,2017-09-01 00:48:48,00568,청계8가 사거리 B,2,2017-09-01 00:52:33,00530,청계벽산아파트 앞,7,3,740.00,1994,F,내국인,ST-369,ST-244,LCD자전거
SPB-05518,2017-09-01 00:28:27,01018,둔촌 주공 GS 맞은편,3,2017-09-01 00:52:39,00551,구의삼성쉐르빌 앞,6,23,5120.00,1987,M,내국인,ST-830,ST-377,LCD자전거
SPB-04328,2017-09-01 00:26:06,02122,낙성대로 입구,1,2017-09-01 00:52:46,02116,에이스에이존빌딩,7,26,2240.00,1983,F,내국인,ST-719,ST-717,LCD자전거
SPB-04221,2017-09-01 00:22:43,00248,초원아파트 앞,1,2017-09-01 00:52:47,00217,NH농협은행 앞,10,29,3300.00,1968,M,내국인,ST-296,ST-66,LCD자전거
SPB-07705,2017-09-01 00:45:33,01606,태릉입구역 3번출구,3,2017-09-01 00:52:58,01610,화랑대역 2번출구 앞,15,6,150.00,1994,F,내국인,ST-602,ST-603,LCD자전거
SPB-00883,2017-09-01 00:39:43,00201,진미파라곤 앞,1,2017-09-01 00:53:02,00239,유스호스텔 앞,5,12,2040.00,\N,M,비회원,ST-46,ST-288,LCD자전거
SPB-02516,2017-09-01 00:12:08,01332,석계역 5번출구 건너편,4,2017-09-01 00:53:10,01427,용마산역 1번출구,10,40,6520.00,1979,M,내국인,ST-578,ST-852,LCD자전거
SPB-02497,2017-09-01 00:14:04,00635,시조사 앞,5,2017-09-01 00:53:12,00386,올림픽기념 국민생활관 앞,1,38,6120.00,\N,\N,비회원,ST-402,ST-337,LCD자전거
SPB-04213,2017-09-01 00:34:51,00529,장한평역 8번 출구 앞,3,2017-09-01 00:53:13,00631,답십리역 1번출구,14,18,1470.00,1960,M,내국인,ST-243,ST-398,LCD자전거
SPB-02091,2017-09-01 00:49:10,00223,진주아파트상가 앞,19,2017-09-01 00:53:24,00215,여의도고교 앞,9,3,950.00,1995,M,내국인,ST-69,ST-64,LCD자전거
SPB-11319,2017-09-01 00:39:31,00144,공덕역 8번출구,2,2017-09-01 00:53:35,00826,서울역 서부교차로2,12,13,1580.00,1992,M,내국인,ST-202,ST-946,LCD자전거
SPB-07871,2017-09-01 00:18:47,01140,목동사거리 버스정류장,5,2017-09-01 00:53:56,01925,동양미래대학교 정문 옆,13,32,290.00,1997,M,내국인,ST-534,ST-919,LCD자전거
SPB-07790,2017-09-01 00:41:00,00351,청운초교 앞 삼거리,1,2017-09-01 00:54:00,00446,상명대입구,1,13,790.00,1986,M,내국인,ST-167,ST-938,LCD자전거
SPB-03481,2017-09-01 00:44:41,00370,시청역(2호선) 9번출구 뒤,8,2017-09-01 00:54:07,00826,서울역 서부교차로2,3,9,1530.00,1985,M,내국인,ST-185,ST-946,LCD자전거
SPB-06854,2017-09-01 00:40:02,00585,성수2가1동 공영주차장 인근,9,2017-09-01 00:54:07,00585,성수2가1동 공영주차장 인근,9,13,2950.00,1993,F,내국인,ST-446,ST-446,LCD자전거
SPB-11844,2017-09-01 00:47:33,00302,경복궁역 6번출구 뒤,7,2017-09-01 00:54:09,00351,청운초교 앞 삼거리,2,6,400.00,1981,M,내국인,ST-118,ST-167,LCD자전거
SPB-03209,2017-09-01 00:20:58,00572,국립정신 건강센터 앞,1,2017-09-01 00:54:12,00549,아차산역 3번출구,3,32,5170.00,1996,M,내국인,ST-383,ST-259,LCD자전거
SPB-05285,2017-09-01 00:38:46,01303,돈암초교 입구,8,2017-09-01 00:54:16,00378,청계7가 사거리,2,15,3500.00,1988,M,내국인,ST-931,ST-193,LCD자전거
SPB-02602,2017-09-01 00:41:47,00560,비전교회 앞,1,2017-09-01 00:54:32,00562,군자지하보도 앞,4,12,1470.00,1933,F,내국인,ST-361,ST-363,LCD자전거
SPB-07482,2017-09-01 00:40:00,00624,전농동 동아아파트 앞,3,2017-09-01 00:54:32,00622,전농사거리 교통섬,3,13,930.00,1994,M,내국인,ST-392,ST-390,LCD자전거
SPB-12329,2017-09-01 00:47:12,00520,상왕십리역 4번 출구 앞,3,2017-09-01 00:54:47,00550,서울시설공단 앞,1,7,790.00,1972,M,내국인,ST-236,ST-251,LCD자전거
SPB-03747,2017-09-01 00:43:51,02102,봉림교 교통섬,10,2017-09-01 00:54:48,02113,관악동작견인차량보관소,4,10,2740.00,1976,M,내국인,ST-702,ST-934,LCD자전거
SPB-01071,2017-09-01 00:38:28,00150,서강대역 2번출구 앞,3,2017-09-01 00:54:57,00185,마포 신수공원 앞,6,16,1520.00,1990,M,내국인,ST-207,ST-343,LCD자전거
SPB-04504,2017-09-01 00:45:13,00602,장안동 사거리,2,2017-09-01 00:55:01,00529,장한평역 8번 출구 앞,1,9,1520.00,1962,M,내국인,ST-262,ST-243,LCD자전거
SPB-12101,2017-09-01 00:07:50,00502,자양(뚝섬한강공원)역 1번출구 앞,15,2017-09-01 00:55:08,00546,잠실대교북단 교차로,5,48,330.00,1993,F,내국인,ST-99,ST-257,LCD자전거
SPB-06251,2017-09-01 00:35:26,00816,신용산역 6번출구 앞,10,2017-09-01 00:55:09,00820,청파동입구 교차로,4,19,3160.00,1990,M,내국인,ST-435,ST-439,LCD자전거
SPB-01710,2017-09-01 00:45:07,00222,시범아파트버스정류장 옆,12,2017-09-01 00:55:21,00209,유진투자증권빌딩 앞,10,9,1390.00,1952,M,내국인,ST-68,ST-55,LCD자전거
SPB-05481,2017-09-01 00:09:51,00502,자양(뚝섬한강공원)역 1번출구 앞,11,2017-09-01 00:55:23,00546,잠실대교북단 교차로,5,45,2660.00,1997,F,내국인,ST-99,ST-257,LCD자전거
SPB-07240,2017-09-01 00:38:54,01215,올림픽공원역 1번출구 앞,10,2017-09-01 00:55:31,01210,롯데월드타워(잠실역2번출구 쪽),24,16,3520.00,\N,\N,비회원,ST-544,ST-891,LCD자전거
SPB-11405,2017-09-01 00:43:52,00255,도림사거리,5,2017-09-01 00:55:37,00257,신길삼거리(우리은행),2,11,1450.00,1982,M,내국인,ST-303,ST-305,LCD자전거
SPB-02185,2017-09-01 00:26:43,00131,증산2교,7,2017-09-01 00:55:43,00152,마포구민체육센터 앞,7,28,5840.00,1990,M,내국인,ST-33,ST-209,LCD자전거
SPB-04222,2017-09-01 00:48:44,00421,마포구청 앞,1,2017-09-01 00:55:43,00413,상암월드컵파크 3단지 후문,4,6,0.00,1974,M,내국인,ST-82,ST-92,LCD자전거
SPB-05194,2017-09-01 00:40:37,02141,미림여고입구 교차로,3,2017-09-01 00:55:52,02102,봉림교 교통섬,20,14,2230.00,1991,M,내국인,ST-885,ST-702,LCD자전거
SPB-03258,2017-09-01 00:36:57,00509,이마트 버스정류소 옆,20,2017-09-01 00:55:53,00560,비전교회 앞,1,18,2570.00,1990,M,내국인,ST-106,ST-361,LCD자전거
SPB-03474,2017-09-01 00:16:59,00585,성수2가1동 공영주차장 인근,2,2017-09-01 00:55:59,00502,자양(뚝섬한강공원)역 1번출구 앞,15,38,10810.00,1988,M,내국인,ST-446,ST-99,LCD자전거
SPB-05230,2017-09-01 00:30:09,00103,망원역 2번출구 앞,5,2017-09-01 00:56:03,00151,망원1동주민센터,4,25,1200.00,1985,F,내국인,ST-5,ST-208,LCD자전거
SPB-02502,2017-09-01 00:42:54,02141,미림여고입구 교차로,4,2017-09-01 00:56:07,02102,봉림교 교통섬,17,12,2220.00,1997,M,내국인,ST-885,ST-702,LCD자전거
SPB-04085,2017-09-01 00:02:00,00153,성산2교 사거리,5,2017-09-01 00:56:09,00249,여의도중학교 옆,5,53,8840.00,1999,M,내국인,ST-210,ST-297,LCD자전거
SPB-04481,2017-09-01 00:46:27,00247,당산역 10번출구 앞,11,2017-09-01 00:56:11,00238,제2구민체육센타 앞,6,9,1280.00,1992,F,내국인,ST-295,ST-287,LCD자전거
SPB-02524,2017-09-01 00:07:10,00106,합정역 7번출구 앞,5,2017-09-01 00:56:14,00407,마포구 육아종합지원센터,2,48,9140.00,1954,M,내국인,ST-8,ST-83,LCD자전거
SPB-10087,2017-09-01 00:05:52,00153,성산2교 사거리,4,2017-09-01 00:56:17,00249,여의도중학교 옆,2,51,4430.00,1998,M,내국인,ST-210,ST-297,LCD자전거
SPB-01697,2017-09-01 00:10:45,00153,성산2교 사거리,2,2017-09-01 00:56:24,00249,여의도중학교 옆,3,45,8820.00,1996,M,내국인,ST-210,ST-297,LCD자전거
SPB-06207,2017-09-01 00:34:55,00155,가좌역1 번출구 앞,6,2017-09-01 00:56:27,00117,홍은사거리,1,21,4290.00,1991,M,내국인,ST-212,ST-17,LCD자전거
SPB-03744,2017-09-01 00:29:55,00207,여의나루역 1번출구 앞,3,2017-09-01 00:56:31,00111,상수역 2번출구 앞,8,26,4810.00,1989,M,내국인,ST-73,ST-15,LCD자전거
SPB-04381,2017-09-01 00:06:04,00152,마포구민체육센터 앞,21,2017-09-01 00:56:37,00153,성산2교 사거리,9,50,6100.00,\N,M,비회원,ST-209,ST-210,LCD자전거
SPB-04715,2017-09-01 00:24:59,00588,뚝섬 유원지역,7,2017-09-01 00:56:42,00574,아차산역4번출구,19,31,4260.00,1997,F,내국인,ST-483,ST-385,LCD자전거
SPB-11475,2017-09-01 00:44:40,01637,KT 전화국 버스정류장 옆,13,2017-09-01 00:56:42,01617,하계동 중평어린이공원 앞,10,11,1370.00,1991,M,내국인,ST-611,ST-606,LCD자전거
SPB-06564,2017-09-01 00:16:57,00341,혜화역 3번출구 뒤,9,2017-09-01 00:56:50,00351,청운초교 앞 삼거리,1,39,4970.00,1975,M,내국인,ST-157,ST-167,LCD자전거
SPB-00113,2017-09-01 00:42:27,00584,광진광장 교통섬,6,2017-09-01 00:56:55,00574,아차산역4번출구,1,14,2550.00,1993,M,내국인,ST-445,ST-385,LCD자전거
SPB-03593,2017-09-01 00:14:42,00301,경복궁역 7번출구 앞,4,2017-09-01 00:57:08,00301,경복궁역 7번출구 앞,2,42,8030.00,1990,M,내국인,ST-117,ST-117,LCD자전거
SPB-08621,2017-09-01 00:38:30,01925,동양미래대학교 정문 옆,12,2017-09-01 00:57:14,01901,신도림동주민센터 앞,10,18,3100.00,1992,M,내국인,ST-919,ST-662,LCD자전거
SPB-07464,2017-09-01 00:46:07,01305,성북구청,7,2017-09-01 00:57:20,01306,한성대입구역2번출구,4,10,480.00,1965,M,내국인,ST-947,ST-842,LCD자전거
SPB-04447,2017-09-01 00:50:55,01438,홈플러스 신내점 앞,15,2017-09-01 00:57:26,01431,중랑구청 사거리,9,6,1300.00,1990,M,내국인,ST-596,ST-856,LCD자전거
SPB-03965,2017-09-01 00:34:47,01224,아시아지하보도 2번 출구,14,2017-09-01 00:57:46,00546,잠실대교북단 교차로,6,22,0.00,1988,M,내국인,ST-548,ST-257,LCD자전거
SPB-11929,2017-09-01 00:47:14,00125,서강대 남문 옆,3,2017-09-01 00:57:51,00146,마포역 2번출구 뒤,9,9,980.00,1995,M,내국인,ST-27,ST-204,LCD자전거
SPB-02515,2017-09-01 00:47:55,02157,난곡 사거리,7,2017-09-01 00:57:55,02127,난곡종점,4,9,2230.00,1985,M,내국인,ST-711,ST-707,LCD자전거
SPB-12257,2017-09-01 00:45:50,02003,사육신공원앞,6,2017-09-01 00:57:59,00815,LIG강촌아파트 103동앞,17,11,2300.00,1994,M,내국인,ST-877,ST-335,LCD자전거
SPB-04521,2017-09-01 00:45:44,00113,홍대입구역 2번출구 앞,24,2017-09-01 00:58:15,00155,가좌역1 번출구 앞,13,12,2310.00,\N,\N,비회원,ST-18,ST-212,LCD자전거
SPB-00751,2017-09-01 00:55:12,02102,봉림교 교통섬,8,2017-09-01 00:58:21,02102,봉림교 교통섬,7,2,0.00,1979,M,내국인,ST-702,ST-702,LCD자전거
SPB-07355,2017-09-01 00:52:35,00212,여의도역 1번출구 옆,24,2017-09-01 00:58:22,00206,KBS 앞,20,5,860.00,1977,F,내국인,ST-58,ST-53,LCD자전거
SPB-04924,2017-09-01 00:26:16,01246,문정 법조단지10,10,2017-09-01 00:58:26,01207,마천중앙시장,2,31,4610.00,\N,F,비회원,ST-906,ST-738,LCD자전거
SPB-01009,2017-09-01 00:53:01,02262,한신16차아파트 119동 앞,12,2017-09-01 00:58:30,02259,잠원역 3번-4번 출구사이,6,5,660.00,1979,F,내국인,ST-776,ST-780,LCD자전거
SPB-05216,2017-09-01 00:54:31,02105,미성동 신림체육센터,1,2017-09-01 00:58:32,02106,세이브마트,1,3,880.00,\N,\N,비회원,ST-704,ST-705,LCD자전거
SPB-05753,2017-09-01 00:53:19,00334,종로3가역 2번출구 뒤,1,2017-09-01 00:58:34,00354,포르투갈 대사관 앞,10,4,1140.00,1979,M,내국인,ST-150,ST-170,LCD자전거
SPB-04228,2017-09-01 00:52:09,00134,연세로 명물길,3,2017-09-01 00:58:36,00124,서강대 정문 건너편,17,6,1050.00,1981,M,내국인,ST-36,ST-26,LCD자전거
SPB-05438,2017-09-01 00:46:25,02102,봉림교 교통섬,20,2017-09-01 00:58:37,02141,미림여고입구 교차로,3,11,2210.00,1992,M,내국인,ST-702,ST-885,LCD자전거
SPB-05266,2017-09-01 00:50:38,02317,삼성도로공원,7,2017-09-01 00:58:42,01224,아시아지하보도 2번 출구,6,7,1820.00,1972,M,내국인,ST-784,ST-548,LCD자전거
SPB-05329,2017-09-01 00:07:04,00917,녹번역 3번출구,1,2017-09-01 00:58:44,00917,녹번역 3번출구,9,51,480.00,1979,M,내국인,ST-465,ST-465,LCD자전거
SPB-03339,2017-09-01 00:26:50,01906,신도림역 1번 출구 앞,5,2017-09-01 00:58:51,01930,개봉지구대 개봉치안센터,7,31,4110.00,1986,F,내국인,ST-664,ST-677,LCD자전거
SPB-01586,2017-09-01 00:07:33,00153,성산2교 사거리,\N,2017-09-01 00:58:56,00249,여의도중학교 옆,5,51,8910.00,1998,M,내국인,ST-210,ST-297,LCD자전거
SPB-11945,2017-09-01 00:25:05,99998,상암센터,3,2017-09-01 00:58:57,00912,응암오거리,10,32,2380.00,1984,M,내국인,ST-34,ST-460,LCD자전거
SPB-03381,2017-09-01 00:40:10,00634,외국어대 정문 앞,11,2017-09-01 00:59:31,01404,동일로 지하차도,1,19,2220.00,1987,F,내국인,ST-401,ST-599,LCD자전거
SPB-00240,2017-09-01 00:50:35,00540,군자역 7번출구 베스트샵 앞,2,2017-09-01 00:59:41,00516,광진메디칼 앞,7,8,1500.00,1990,M,내국인,ST-253,ST-114,LCD자전거
SPB-04138,2017-09-01 00:53:09,00302,경복궁역 6번출구 뒤,1,2017-09-01 00:59:47,00306,광화문역 7번출구 앞,2,6,920.00,1980,M,내국인,ST-118,ST-122,LCD자전거
SPB-12309,2017-09-01 00:45:47,01506,강북문화예술회관,20,2017-09-01 00:59:51,01520,수유중앙시장,7,13,540.00,1990,M,내국인,ST-645,ST-650,LCD자전거
SPB-06507,2017-09-01 00:52:41,01823,W컨템포오피스텔앞,16,2017-09-01 01:00:02,01829,홈플러스 금천점 앞,3,7,1280.00,1971,M,내국인,ST-631,ST-636,LCD자전거
SPB-07634,2017-09-01 00:33:47,00612,시립동부병원 앞 사거리,1,2017-09-01 01:00:06,01308,안암로터리 버스정류장 앞,7,0,0.00,1996,M,내국인,ST-271,ST-827,LCD자전거
SPB-06846,2017-09-01 00:03:49,00548,자양나들목,7,2017-09-01 01:00:18,00548,자양나들목,4,56,10160.00,1984,M,내국인,ST-258,ST-258,LCD자전거
SPB-06310,2017-09-01 00:46:22,02116,에이스에이존빌딩,1,2017-09-01 01:00:28,02135,신림역 5번출구,3,13,2180.00,1991,F,내국인,ST-717,ST-708,LCD자전거
SPB-04337,2017-09-01 00:54:39,00530,청계벽산아파트 앞,4,2017-09-01 01:00:31,00518,청계천 박물관 앞,5,5,570.00,1992,M,내국인,ST-244,ST-234,LCD자전거
SPB-00111,2017-09-01 00:53:08,00613,신설동역 10번출구 앞,4,2017-09-01 01:00:32,00378,청계7가 사거리,6,7,0.00,1985,M,내국인,ST-272,ST-193,LCD자전거
SPB-05463,2017-09-01 00:53:11,00818,숙명여대 입구 교차로,6,2017-09-01 01:00:34,00805,문배어린이공원 앞,6,7,1090.00,1996,M,내국인,ST-437,ST-326,LCD자전거
SPB-04991,2017-09-01 00:02:45,00548,자양나들목,6,2017-09-01 01:00:37,00548,자양나들목,6,57,10220.00,1989,F,내국인,ST-258,ST-258,LCD자전거
SPB-10610,2017-09-01 00:58:32,00903,은평뉴타운 아이파크,19,2017-09-01 01:00:43,00904,은평뉴타운 푸르지오,17,2,440.00,1988,M,내국인,ST-451,ST-452,LCD자전거
SPB-11329,2017-09-01 00:53:36,00215,여의도고교 앞,7,2017-09-01 01:00:46,00248,초원아파트 앞,8,7,850.00,1995,M,내국인,ST-64,ST-296,LCD자전거
SPB-02525,2017-09-01 00:35:32,00102,망원역 1번출구 앞,11,2017-09-01 01:00:57,00154,마포구청역,1,25,1520.00,1993,M,내국인,ST-4,ST-211,LCD자전거
SPB-02205,2017-09-01 00:38:49,00641,용두역 4번출구,4,2017-09-01 01:01:08,00602,장안동 사거리,4,21,3520.00,1982,M,내국인,ST-408,ST-262,LCD자전거
SPB-11479,2017-09-01 00:33:38,00146,마포역 2번출구 뒤,3,2017-09-01 01:01:09,00222,시범아파트버스정류장 옆,3,25,1080.00,1990,F,내국인,ST-204,ST-68,LCD자전거
SPB-00332,2017-09-01 00:35:40,00230,영등포구청역 7번출구,5,2017-09-01 01:01:11,00267,삼성화재 사옥 옆,1,25,3070.00,1985,M,내국인,ST-413,ST-421,LCD자전거
SPB-07253,2017-09-01 00:53:30,00212,여의도역 1번출구 옆,3,2017-09-01 01:01:23,00259,대방역6번출구,3,7,1240.00,1972,M,내국인,ST-58,ST-307,LCD자전거
SPB-06356,2017-09-01 00:52:11,01522,월드전기조명인테리어(우이동),6,2017-09-01 01:01:27,01503,강북구청사거리(수유역 8번출구),6,8,2360.00,1984,F,내국인,ST-864,ST-643,LCD자전거
SPB-03073,2017-09-01 00:49:05,00110,사천교,4,2017-09-01 01:01:27,00183,하늘채코오롱아파트 건너편,8,12,2560.00,1972,M,내국인,ST-13,ST-341,LCD자전거
SPB-07606,2017-09-01 00:55:57,02102,봉림교 교통섬,18,2017-09-01 01:01:34,02140,신림1교 교차로,10,5,380.00,1983,M,내국인,ST-702,ST-724,LCD자전거
SPB-10843,2017-09-01 00:57:29,00307,서울역사박물관 앞,2,2017-09-01 01:01:35,00301,경복궁역 7번출구 앞,9,3,390.00,1991,M,내국인,ST-123,ST-117,LCD자전거
SPB-11855,2017-09-01 00:54:59,00114,홍대입구역 8번출구 앞,9,2017-09-01 01:01:39,00128,신촌역(2호선) 1번출구 옆,6,6,750.00,1993,M,내국인,ST-20,ST-30,LCD자전거
SPB-11055,2017-09-01 00:47:11,00129,신촌역(2호선) 6번출구 옆,11,2017-09-01 01:01:40,00144,공덕역 8번출구,2,15,1020.00,1994,F,내국인,ST-31,ST-202,LCD자전거
SPB-11508,2017-09-01 00:57:38,00344,성균관대 E하우스 앞,8,2017-09-01 01:01:42,00342,대학로 마로니에공원,1,3,90.00,1995,M,내국인,ST-160,ST-158,LCD자전거
SPB-10719,2017-09-01 00:45:37,00900,은평예술회관,3,2017-09-01 01:01:47,00930,구 서부경찰서 건너편,2,16,450.00,1958,M,내국인,ST-448,ST-478,LCD자전거
SPB-11018,2017-09-01 00:44:48,00521,왕십리역 11번 출구 앞,6,2017-09-01 01:01:47,00621,전농초등학교 건너편,13,16,2040.00,2001,M,내국인,ST-237,ST-389,LCD자전거
SPB-11159,2017-09-01 00:41:36,01906,신도림역 1번 출구 앞,5,2017-09-01 01:01:48,01914,대림역4번출구,6,18,1440.00,1982,M,내국인,ST-664,ST-918,LCD자전거
SPB-05128,2017-09-01 00:43:12,00816,신용산역 6번출구 앞,9,2017-09-01 01:01:57,00825,서빙고동 주민센터 앞,5,18,3520.00,1989,M,내국인,ST-435,ST-442,LCD자전거
SPB-04381,2017-09-01 00:57:01,00153,성산2교 사거리,9,2017-09-01 01:02:01,00102,망원역 1번출구 앞,10,4,1640.00,1979,M,내국인,ST-210,ST-4,LCD자전거
SPB-07461,2017-09-01 00:20:52,00816,신용산역 6번출구 앞,3,2017-09-01 01:02:12,00150,서강대역 2번출구 앞,4,39,1360.00,\N,\N,비회원,ST-435,ST-207,LCD자전거
SPB-01926,2017-09-01 00:38:11,00146,마포역 2번출구 뒤,12,2017-09-01 01:02:21,01906,신도림역 1번 출구 앞,19,23,7100.00,1986,M,내국인,ST-204,ST-664,LCD자전거
SPB-06641,2017-09-01 00:54:30,00925,불광역 2번출구,8,2017-09-01 01:02:22,00930,구 서부경찰서 건너편,3,7,1690.00,1992,M,내국인,ST-473,ST-478,LCD자전거
SPB-05526,2017-09-01 00:48:59,00553,중곡 성원아파트 앞,5,2017-09-01 01:02:26,00560,비전교회 앞,4,13,2680.00,1984,M,내국인,ST-379,ST-361,LCD자전거
SPB-06731,2017-09-01 00:48:40,00537,한양대후문역 부근,6,2017-09-01 01:02:35,00550,서울시설공단 앞,3,13,2270.00,\N,\N,비회원,ST-249,ST-251,LCD자전거
SPB-01061,2017-09-01 00:46:28,00559,왕십리역 4번 출구 건너편,8,2017-09-01 01:02:31,00569,응봉현대아파트 정류소,10,15,2610.00,1980,F,내국인,ST-360,ST-370,LCD자전거
SPB-04038,2017-09-01 00:55:12,02323,주식회사 오뚜기 정문 앞,4,2017-09-01 01:02:33,02337,대모산입구역 2번출구 앞,6,6,1340.00,1992,M,내국인,ST-806,ST-782,LCD자전거
SPB-00072,2017-09-01 00:53:18,02056,동작구민 체육센터,9,2017-09-01 01:02:29,02015,신대방삼거리역 6번출구쪽,1,8,1800.00,1983,M,내국인,ST-733,ST-728,LCD자전거
SPB-08117,2017-09-01 00:35:23,00505,자양사거리 광진아크로텔 앞,5,2017-09-01 01:02:45,01008,암사역 3번출구(국민은행앞),1,24,2070.00,1997,M,내국인,ST-102,ST-492,LCD자전거
SPB-01757,2017-09-01 00:53:33,02140,신림1교 교차로,10,2017-09-01 01:02:49,02139,서울신성초등학교,10,8,1670.00,1989,M,내국인,ST-724,ST-951,LCD자전거
SPB-12010,2017-09-01 00:53:13,01128,화곡역 6번출구,10,2017-09-01 01:03:00,01124,발산역 6번 출구 뒤,9,8,2010.00,1992,F,내국인,ST-829,ST-522,LCD자전거
SPB-10615,2017-09-01 00:57:58,01914,대림역4번출구,3,2017-09-01 01:03:07,01912,한신휴아파트 앞,5,5,430.00,1982,M,내국인,ST-918,ST-669,LCD자전거
SPB-04462,2017-09-01 00:36:36,00252,보라매역4번출구,3,2017-09-01 01:03:03,00252,보라매역4번출구,6,26,5100.00,1986,M,내국인,ST-300,ST-300,LCD자전거
SPB-06678,2017-09-01 00:40:18,01620,중계구민체육센터,2,2017-09-01 01:03:20,01623,노원 구민회관,4,22,2620.00,1981,M,내국인,ST-867,ST-607,LCD자전거
SPB-06215,2017-09-01 00:42:18,00409,누리꿈스퀘어 옆,25,2017-09-01 01:03:38,00113,홍대입구역 2번출구 앞,18,20,4820.00,1993,F,내국인,ST-86,ST-18,LCD자전거
SPB-06456,2017-09-01 00:48:54,02244,말죽거리공원 사거리,8,2017-09-01 01:03:52,02247,섬들근린공원,15,14,2920.00,1984,M,내국인,ST-769,ST-771,LCD자전거
SPB-04365,2017-09-01 00:59:16,00247,당산역 10번출구 앞,12,2017-09-01 01:03:49,00244,영등포삼환아파트 앞,4,4,610.00,1988,M,내국인,ST-295,ST-293,LCD자전거
SPB-06587,2017-09-01 00:12:09,01403,중화빌딩 앞 (동부시장),13,2017-09-01 01:04:03,01405,망우역 1번출구,8,51,10550.00,1993,M,내국인,ST-566,ST-568,LCD자전거
SPB-04080,2017-09-01 00:57:19,00634,외국어대 정문 앞,5,2017-09-01 01:04:10,00628,휘봉고등학교 앞,4,6,1660.00,1994,M,내국인,ST-401,ST-396,LCD자전거
SPB-10683,2017-09-01 00:10:49,01403,중화빌딩 앞 (동부시장),13,2017-09-01 01:04:19,01405,망우역 1번출구,6,50,5240.00,1993,F,내국인,ST-566,ST-568,LCD자전거
SPB-04834,2017-09-01 00:43:51,00112,극동방송국 앞,2,2017-09-01 01:04:12,00228,선유도역 3번출구 앞,6,19,3770.00,1991,M,내국인,ST-16,ST-278,LCD자전거
SPB-07557,2017-09-01 00:48:07,00266,영등포청과시장 사거리,5,2017-09-01 01:04:20,00263,근로자회관 사거리,9,15,770.00,1992,M,내국인,ST-420,ST-417,LCD자전거
